! Magnet X Y
! kaegyou \n
! kaegyou ln
! MAGNET_X_OFFSET : 269.50
! MAGNET_Y_OFFSET : 82.50
! MAGNET_XY_RATIO : 1.00
33786	-165.50	-278.50
33802	-165.50	-278.50
33817	-161.50	-276.50
33832	-161.50	-276.50
33849	-161.50	-276.50
33864	-161.50	-276.50
33880	-152.50	-283.50
33896	-152.50	-283.50
33918	-152.50	-283.50
33941	-115.50	-306.50
33965	-115.50	-306.50
33987	-115.50	-306.50
34010	-74.50	-332.50
34032	-74.50	-332.50
34054	-74.50	-332.50
34075	-13.50	-357.50
34098	-13.50	-357.50
34119	-13.50	-357.50
34141	-196.50	-374.50
34165	59.50	-374.50
34185	59.50	-374.50
34205	59.50	-374.50
34227	126.50	-376.50
34248	126.50	-376.50
34270	126.50	-376.50
34292	126.50	-376.50
34314	126.50	-376.50
34335	126.50	-376.50
34358	270.50	-337.50
34379	270.50	-337.50
34401	270.50	-337.50
34423	345.50	-300.50
34445	345.50	-300.50
34466	345.50	-300.50
34489	398.50	-243.50
34510	398.50	-243.50
34532	398.50	-243.50
34554	449.50	-177.50
34576	449.50	-177.50
34597	449.50	-177.50
34620	476.50	-101.50
34641	476.50	-101.50
34663	476.50	-101.50
34685	496.50	-19.50
34706	496.50	-19.50
34726	496.50	-19.50
34748	490.50	66.50
34767	490.50	66.50
34787	490.50	66.50
34806	490.50	66.50
34827	462.50	144.50
34847	462.50	144.50
34868	462.50	144.50
34889	419.50	225.50
34910	419.50	225.50
34930	419.50	225.50
34952	355.50	287.50
34972	355.50	287.50
34993	355.50	287.50
35014	277.50	339.50
35035	277.50	339.50
35055	277.50	339.50
35076	447.50	364.50
35097	191.50	364.50
35118	191.50	364.50
35138	191.50	364.50
35160	191.50	364.50
35180	191.50	364.50
35201	191.50	364.50
35223	17.50	377.50
35241	17.50	377.50
35261	17.50	377.50
35281	-62.50	352.50
35302	-62.50	352.50
35322	-62.50	352.50
35343	-142.50	312.50
35365	-142.50	312.50
35387	-142.50	312.50
35408	-142.50	312.50
35431	-142.50	312.50
35452	-142.50	312.50
35474	-142.50	312.50
35496	-259.50	175.50
35518	-259.50	175.50
35539	-259.50	175.50
35562	-259.50	175.50
35584	-259.50	175.50
35605	-259.50	175.50
35628	-292.50	9.50
35647	-292.50	9.50
35666	-292.50	9.50
35687	-274.50	-66.50
35708	-274.50	-66.50
35730	-274.50	-66.50
35752	-252.50	-143.50
35775	-252.50	-143.50
35798	-252.50	-143.50
35821	-211.50	-205.50
35844	-211.50	-205.50
35866	-211.50	-205.50
35890	-164.50	-264.50
35912	-164.50	-264.50
35935	-164.50	-264.50
35958	-96.50	-314.50
35980	-96.50	-314.50
36001	-96.50	-314.50
36024	-24.50	-346.50
36045	-24.50	-346.50
36067	-24.50	-346.50
36089	55.50	-371.50
36110	55.50	-371.50
36130	55.50	-371.50
36152	152.50	-372.50
36173	152.50	-372.50
36195	152.50	-372.50
36217	234.50	-353.50
36239	234.50	-353.50
36260	234.50	-353.50
36283	316.50	-324.50
36304	316.50	-324.50
36326	316.50	-324.50
36348	382.50	-268.50
36370	382.50	-268.50
36391	382.50	-268.50
36414	442.50	-193.50
36435	442.50	-193.50
36457	442.50	-193.50
36480	475.50	-109.50
36501	475.50	-109.50
36523	475.50	-109.50
36545	475.50	-109.50
36567	475.50	-109.50
36588	475.50	-109.50
36611	475.50	-109.50
36632	484.50	65.50
36652	484.50	65.50
36671	484.50	65.50
36691	463.50	155.50
36712	463.50	155.50
36732	463.50	155.50
36754	411.50	227.50
36774	411.50	227.50
36795	411.50	227.50
36817	353.50	292.50
36837	353.50	292.50
36857	353.50	292.50
36879	353.50	292.50
36899	353.50	292.50
36920	353.50	292.50
36940	353.50	292.50
36962	197.50	364.50
36982	197.50	364.50
37003	197.50	364.50
37024	121.50	380.50
37045	121.50	380.50
37065	121.50	380.50
37087	31.50	381.50
37106	31.50	381.50
37126	31.50	381.50
37146	31.50	381.50
37166	31.50	381.50
37185	31.50	381.50
37204	31.50	381.50
37225	-121.50	322.50
37246	-121.50	322.50
37268	-121.50	322.50
37291	-190.50	267.50
37312	-190.50	267.50
37334	-190.50	267.50
37356	-242.50	194.50
37378	-242.50	194.50
37399	-242.50	194.50
37422	-275.50	114.50
37443	-275.50	114.50
37465	-275.50	114.50
37487	-286.50	28.50
37508	-286.50	28.50
37528	-286.50	28.50
37550	-278.50	-51.50
37571	-278.50	-51.50
37593	-278.50	-51.50
37615	-254.50	-130.50
37638	-254.50	-130.50
37660	-254.50	-130.50
37684	-217.50	-195.50
37706	-217.50	-195.50
37729	-217.50	-195.50
37752	-165.50	-255.50
37775	-165.50	-255.50
37797	-165.50	-255.50
37821	-106.50	-305.50
37843	-106.50	-305.50
37866	-106.50	-305.50
37908	-33.50	-340.50
37923	-33.50	-340.50
37939	-33.50	-340.50
37955	49.50	-360.50
37976	49.50	-360.50
37996	49.50	-360.50
38018	136.50	-372.50
38039	136.50	-372.50
38061	136.50	-372.50
38083	225.50	-353.50
38105	225.50	-353.50
38126	225.50	-353.50
38149	225.50	-353.50
38170	225.50	-353.50
38192	225.50	-353.50
38214	225.50	-353.50
38236	225.50	-353.50
38257	225.50	-353.50
38280	225.50	-353.50
38301	225.50	-353.50
38323	225.50	-353.50
38345	225.50	-353.50
38367	225.50	-353.50
38388	225.50	-353.50
38413	225.50	-353.50
38432	225.50	-353.50
38454	225.50	-353.50
38476	225.50	-353.50
38498	495.50	41.50
38517	495.50	41.50
38537	495.50	41.50
38557	472.50	123.50
38578	472.50	123.50
38598	472.50	123.50
38620	437.50	194.50
38640	437.50	194.50
38661	437.50	194.50
38682	437.50	194.50
38703	437.50	194.50
38723	437.50	194.50
38745	437.50	194.50
38765	316.50	312.50
38786	316.50	312.50
38807	316.50	312.50
38828	240.50	351.50
38848	240.50	351.50
38868	240.50	351.50
38890	158.50	368.50
38910	158.50	368.50
38931	158.50	368.50
38953	80.50	381.50
38972	80.50	381.50
38991	80.50	381.50
39012	80.50	381.50
39031	-6.50	370.50
39051	-6.50	370.50
39070	-6.50	370.50
39091	-84.50	349.50
39111	-84.50	349.50
39132	-84.50	349.50
39153	-148.50	299.50
39175	-148.50	299.50
39196	-148.50	299.50
39219	-215.50	237.50
39240	-215.50	237.50
39262	-215.50	237.50
39284	-1.50	160.50
39304	-257.50	160.50
39325	-257.50	160.50
39348	-257.50	160.50
39369	-257.50	160.50
39391	-257.50	160.50
39413	-257.50	160.50
39435	-257.50	160.50
39456	-257.50	160.50
39479	-257.50	160.50
39500	-269.50	-94.50
39522	-269.50	-94.50
39544	-269.50	-94.50
39566	-233.50	-172.50
39588	-233.50	-172.50
39612	-233.50	-172.50
39634	-183.50	-235.50
39657	-183.50	-235.50
39681	-183.50	-235.50
39703	-183.50	-235.50
39726	-183.50	-235.50
39749	-183.50	-235.50
39772	-56.50	-334.50
39793	-56.50	-334.50
39816	-56.50	-334.50
39837	-56.50	-334.50
39859	-56.50	-334.50
39881	-56.50	-334.50
39903	-56.50	-334.50
39924	-56.50	-334.50
39947	-56.50	-334.50
39968	199.50	-358.50
39990	199.50	-358.50
40012	199.50	-358.50
40034	276.50	-333.50
40055	276.50	-333.50
40078	276.50	-333.50
40099	350.50	-292.50
40121	350.50	-292.50
40143	350.50	-292.50
40165	410.50	-232.50
40186	410.50	-232.50
40209	410.50	-232.50
40230	458.50	-158.50
40252	458.50	-158.50
40274	458.50	-158.50
40296	486.50	-79.50
40316	486.50	-79.50
40338	486.50	-79.50
40358	494.50	-2.50
40378	494.50	-2.50
40397	494.50	-2.50
40418	494.50	-2.50
40437	494.50	-2.50
40457	494.50	-2.50
40477	494.50	-2.50
40497	461.50	155.50
40517	461.50	155.50
40540	461.50	155.50
40559	411.50	224.50
40580	411.50	224.50
40600	411.50	224.50
40622	355.50	287.50
40642	355.50	287.50
40663	355.50	287.50
40684	355.50	287.50
40705	279.50	336.50
40725	279.50	336.50
40747	279.50	336.50
40767	195.50	363.50
40787	195.50	363.50
40809	195.50	363.50
40829	105.50	379.50
40850	105.50	379.50
40871	105.50	379.50
40892	13.50	373.50
40911	13.50	373.50
40931	13.50	373.50
40951	13.50	373.50
40971	-73.50	346.50
40991	-73.50	346.50
41013	-73.50	346.50
41033	-144.50	300.50
41055	-144.50	300.50
41077	-144.50	300.50
41099	-210.50	240.50
41120	-210.50	240.50
41143	-210.50	240.50
41164	-256.50	164.50
41186	-256.50	164.50
41208	-256.50	164.50
41230	-279.50	83.50
41250	-279.50	83.50
41272	-279.50	83.50
41292	-283.50	4.50
41312	-283.50	4.50
41331	-283.50	4.50
41352	-283.50	4.50
41371	-283.50	4.50
41391	-283.50	4.50
41411	-283.50	4.50
41431	-247.50	-140.50
41453	-247.50	-140.50
41477	-247.50	-140.50
41499	-206.50	-201.50
41522	-206.50	-201.50
41545	-206.50	-201.50
41568	-161.50	-252.50
41590	-161.50	-252.50
41614	-161.50	-252.50
41636	-102.50	-297.50
41659	-102.50	-297.50
41682	-102.50	-297.50
41705	-34.50	-333.50
41726	-34.50	-333.50
41749	-34.50	-333.50
41771	51.50	-361.50
41791	51.50	-361.50
41812	51.50	-361.50
41833	138.50	-368.50
41854	138.50	-368.50
41877	138.50	-368.50
41899	227.50	-352.50
41920	227.50	-352.50
41943	227.50	-352.50
41964	311.50	-324.50
41986	311.50	-324.50
42008	311.50	-324.50
42030	385.50	-261.50
42051	385.50	-261.50
42074	385.50	-261.50
42095	442.50	-195.50
42117	442.50	-195.50
42159	478.50	-116.50
42174	478.50	-116.50
42189	478.50	-116.50
42205	478.50	-116.50
42226	494.50	-23.50
42247	494.50	-23.50
42268	494.50	-23.50
42289	494.50	-23.50
42309	494.50	-23.50
42330	494.50	-23.50
42351	494.50	-23.50
42372	467.50	146.50
42392	467.50	146.50
42414	467.50	146.50
42434	423.50	211.50
42455	423.50	211.50
42476	423.50	211.50
42497	366.50	280.50
42517	366.50	280.50
42539	366.50	280.50
42559	295.50	330.50
42579	295.50	330.50
42601	295.50	330.50
42621	295.50	330.50
42642	295.50	330.50
42665	295.50	330.50
42684	295.50	330.50
42704	138.50	377.50
42725	138.50	377.50
42746	138.50	377.50
42767	57.50	382.50
42786	57.50	382.50
42807	57.50	382.50
42826	-22.50	362.50
42847	-22.50	362.50
42868	-22.50	362.50
42889	-22.50	362.50
42909	-22.50	362.50
42930	-22.50	362.50
42951	-22.50	362.50
42972	-172.50	281.50
42993	-172.50	281.50
43016	-172.50	281.50
43037	-225.50	213.50
43059	-225.50	213.50
43081	-225.50	213.50
43103	-265.50	128.50
43124	-265.50	128.50
43147	-265.50	128.50
43168	-281.50	41.50
43189	-281.50	41.50
43211	-281.50	41.50
43231	-274.50	-42.50
43252	-274.50	-42.50
43275	-274.50	-42.50
43296	-250.50	-125.50
43319	-250.50	-125.50
43342	-250.50	-125.50
43365	-211.50	-196.50
43387	-211.50	-196.50
43411	-211.50	-196.50
43433	-160.50	-251.50
43456	-160.50	-251.50
43480	-160.50	-251.50
43502	-96.50	-294.50
43524	-96.50	-294.50
43546	-96.50	-294.50
43568	-25.50	-337.50
43589	-25.50	-337.50
43612	-25.50	-337.50
43633	58.50	-358.50
43654	58.50	-358.50
43675	58.50	-358.50
43696	143.50	-358.50
43717	143.50	-358.50
43740	143.50	-358.50
43761	229.50	-347.50
43783	229.50	-347.50
43805	229.50	-347.50
43827	307.50	-315.50
43848	307.50	-315.50
43871	307.50	-315.50
43892	377.50	-271.50
43914	377.50	-271.50
43936	377.50	-271.50
43958	377.50	-271.50
43979	377.50	-271.50
44002	377.50	-271.50
44023	377.50	-271.50
44045	476.50	-131.50
44067	476.50	-131.50
44089	476.50	-131.50
44110	476.50	-131.50
44133	476.50	-131.50
