625.892000	94058	35.715376	139.759300	39.300000	
626.882000	95106	35.715198	139.759085	39.300000	
627.884000	95107	35.715198	139.759085	39.300000	
628.885000	95108	35.715198	139.759085	39.300000	
629.883000	95109	35.715198	139.759085	39.300000	
630.883000	95110	35.715198	139.759085	39.300000	
646.928000	95110	35.715198	139.759085	39.300000	
647.875000	95127	35.715210	139.759113	39.300000	
648.875000	95128	35.715210	139.759113	39.300000	
649.875000	95129	35.715210	139.759113	39.300000	
688.932000	95129	35.715210	139.759113	39.300000	
689.858000	95209	35.715191	139.759110	39.300000	
690.879000	95210	35.715191	139.759110	39.300000	
691.859000	95211	35.715191	139.759110	39.300000	
75.740000	100809	35.717499	139.760293	39.300000	
76.665000	100907	35.717517	139.760391	39.300000	
77.665000	100908	35.717517	139.760391	39.300000	
78.664000	100909	35.717517	139.760391	39.300000	
79.664000	100910	35.717517	139.760391	39.300000	
80.665000	100911	35.717517	139.760391	39.300000	
100.748000	100911	35.717517	139.760391	39.300000	
101.660000	100932	35.717561	139.760403	39.300000	
102.658000	100933	35.717561	139.760403	39.300000	
103.658000	100934	35.717561	139.760403	39.300000	
138.719000	100934	35.717561	139.760403	39.300000	
139.644000	101010	35.717706	139.760378	39.300000	
140.645000	101011	35.717706	139.760378	39.300000	
141.643000	101012	35.717706	139.760378	39.300000	
66.708000	101012	35.717706	139.760378	39.300000	
167.634000	101038	35.717844	139.760391	39.300000	
168.634000	101039	35.717844	139.760391	39.300000	
169.634000	101040	35.717844	139.760391	39.300000	
195.698000	101040	35.717844	139.760391	39.300000	
196.626000	101107	35.717951	139.760413	39.300000	
197.642000	101108	35.717951	139.760413	39.300000	
198.623000	101109	35.717951	139.760413	39.300000	
127.435000	101943	35.717552	139.760605	39.300000	
128.363000	102031	35.717521	139.760555	39.300000	
129.362000	102032	35.717521	139.760555	39.300000	
130.366000	102033	35.717521	139.760555	39.300000	
131.366000	102034	35.717521	139.760555	39.300000	
132.366000	102035	35.717521	139.760555	39.300000	
63.739000	102410	35.717562	139.760576	39.300000	
64.684000	102455	35.717562	139.760576	39.300000	
65.687000	102456	35.717562	139.760576	39.300000	
66.666000	102457	35.717562	139.760576	39.300000	
